acceptedTaxonKey,accepetedTaxonName,TropicosNameID,FullNameWithAuthors,taxonRank,id_name_APD,taxonid_IUCN,redlistCategory,redlistCriteria,yearPublished,EOO,AOO,elevation_upper,elevation_lower,assessmentDate,assessor,reviewer,populationTrend
1972,Dacryodes osika,100320361,Dacryodes osika H.J. Lam,Species,7770,,,,,,,,,,,,
1973,Dacryodes pubescens,100320365,Dacryodes pubescens H.J. Lam,Species,7771,,,,,,,,,,,,
1974,Dacryodes villiersiana,100447932,Dacryodes villiersiana Onana,Species,200274,204799008,LC,,2022,225011,84,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
1975,Dactyladenia barteri,50049037,Dactyladenia barteri (Hook. f. ex Oliv.) Prance & F. White,Species,7941,204714772,LC,,2022,2930586,432,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
1976,Dactyladenia bellayana,50076907,Dactyladenia bellayana (Baill.) Prance & F. White,Species,7942,,,,,,,,,,,,
1977,Dactyladenia campestris,7400753,Dactyladenia campestris (Engl.) Prance & F. White,Species,7943,143656434,LC,NA,2019,219359.50,192.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
1979,Dactyladenia chevalieri,50076908,Dactyladenia chevalieri (De Wild.) Prance & F. White,Species,7944,204715052,LC,,2022,43060,80,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
1980,Dactyladenia eketensis,50076912,Dactyladenia eketensis (De Wild.) Prance & F. White,Species,7949,32704,CR,"A1c, B1+2c",1998,NA,NA,NA,NA,01/01/1998,World Conservation Monitoring Centre,0,NA
1981,Dactyladenia floretii,50166406,Dactyladenia floretii Breteler,Species,7969,,,,,,,,,,,,
1982,Dactyladenia floribunda,7400343,Dactyladenia floribunda Welw.,Species,7950,173369554,NT,NA,2021,261666,52,1000,300,29/07/2020,"Paradis, A.-H. & StÈvart, T.","Hills, R.",Decreasing
1983,Dactyladenia gilletii,50067166,Dactyladenia gilletii (De Wild.) Prance & F. White,Species,7951,173369566,VU,"B2ab(ii,iii,iv,v)",2021,1512736,92,900,70,30/11/2020,"Paradis, A.-H. & StÈvart, T.","Hills, R.",Decreasing
1984,Dactyladenia icondere,50076914,Dactyladenia icondere (Baill.) Prance & F. White,Species,7953,204715125,LC,,2022,35015,92,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
1985,Dactyladenia jongkindii,50166405,Dactyladenia jongkindii Breteler,Species,7970,173369591,EN,"B2ab(i,ii,iii,iv,v)",2020,21389,24,100,0,27/05/2020,"Paradis, A.-H., Bidault, E., Texier, N. & StÈvart, T.","Issembe, Y., Ikabanga, D.U., Boupoya, A., Bouka, D.U.G., Ntore, S., Simo-Droissart, M. & Andriamahefarivo, L.",Decreasing
1986,Dactyladenia laevis,50076917,Dactyladenia laevis (Pierre ex De Wild.) Prance & F. White,Species,7955,37818,EN,A2c,2016,NA,4,NA,NA,01/02/2014,"StÈvart, T. & Walters, G.","Hilton-Taylor, C.",Decreasing
1987,Dactyladenia lehmbachii,7400754,Dactyladenia lehmbachii (Engl.) Prance & F. White,Species,7956,173369595,LC,NA,2021,280489,NA,1200,10,12/01/2021,"Paradis, A.-H. & StÈvart, T.","Hills, R.",Unknown
1988,Dactyladenia letestui,50076918,Dactyladenia letestui (Letouzey) Prance & F. White,Species,7957,173369681,LC,NA,2021,260311,NA,700,10,25/11/2020,"Paradis, A.-H. & StÈvart, T.","Hills, R.",Unknown
1990,Dactyladenia librevillensis,50076920,Dactyladenia librevillensis (Letouzey) Prance & F. White,Species,7958,173370074,VU,"B2ab(i,ii,iii,iv,v)",2020,28188,28,600,10,15/07/2020,"Paradis, A.-H., Texier, N. & StÈvart, T.","Bidault, E., Ikabanga, D.U., Ntore, S., Boupoya, A., Bouka, D.U.G., Simo-Droissart, M. & Andriamahefarivo, L.",Decreasing
1991,Dactyladenia ndjoleensis,50194840,Dactyladenia ndjoleensis Breteler,Species,7971,173370085,EN,B1ab(iii)+2ab(iii),2020,594,12,250,50,08/07/2020,"Paradis, A.-H., Bidault, E., Texier, N. & StÈvart, T.","Issembe, Y., Ikabanga, D.U., Boupoya, A., Bouka, D.U.G., Ntore, S., Simo-Droissart, M. & Andriamahefarivo, L.",Unknown
1992,Dactyladenia pallescens,50076906,Dactyladenia pallescens (Baill.) Prance & F. White,Species,7961,143656500,LC,NA,2019,338065.84,220.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
1993,Dactyladenia pierrei,50076923,Dactyladenia pierrei (De Wild.) Prance & F. White,Species,7962,173411214,CR,"B2ab(ii,iii,iv,v)",2020,NA,4,300,20,11/06/2020,"Paradis, A.-H., Texier, N. & StÈvart, T.","Bidault, E., Ikabanga, D.U., Ntore, S., Boupoya, A., Bouka, D.U.G., Simo-Droissart, M. & Andriamahefarivo, L.",Decreasing
2040,Dactyladenia staudtii,50067167,Dactyladenia staudtii (Engl.) Prance & F. White,Species,7966,173411398,LC,NA,2021,198254,NA,900,70,26/11/2020,"Paradis, A.-H. & StÈvart, T.","Hills, R.",Unknown
2041,Daniellia alsteeniana,13051068,Daniellia alsteeniana J. Duvign.,Species,70229,168733400,NT,NA,2020,1048805,112,1400,350,03/02/2020,"Choo, L.M., De La Estrella, M. & Forest, F.","Oldfield, S.",Decreasing
2042,Daniellia klainei,13069393,Daniellia klainei Pierre ex A. Chev.,Species,70230,32184,LC,NA,2020,1123914,NA,NA,NA,03/02/2020,"Choo, L.M., De La Estrella, M. & Forest, F.","Oldfield, S.",Unknown
2043,Daniellia oblonga,13069394,Daniellia oblonga Oliv.,Species,70232,32282,VU,"B2ab(i,ii,iii,v)",2020,52577,24,700,80,03/02/2020,"Choo, L.M., De La Estrella, M. & Forest, F.","Oldfield, S.",Decreasing
2044,Daniellia ogea,13069395,Daniellia ogea (Harms) Rolfe ex Holland,Species,70233,62022647,NT,NA,2020,1643288,168,800,10,03/02/2020,"Choo, L.M., De La Estrella, M. & Forest, F.","Oldfield, S.",Decreasing
2045,Daniellia pilosa,100320526,Daniellia pilosa (J. Léonard) Estrella,Species,223895,168732729,NT,NA,2020,265731,56,600,20,03/02/2020,"Choo, L.M., De La Estrella, M. & Forest, F.","Oldfield, S.",Decreasing
2046,Daniellia pynaertii,13069397,Daniellia pynaertii De Wild.,Species,70235,168732881,LC,NA,2020,1962321,NA,670,20,03/02/2020,"Choo, L.M., De La Estrella, M. & Forest, F.","Oldfield, S.",Unknown
2047,Daniellia soyauxii,13069399,Daniellia soyauxii (Harms) Rolfe,Species,177391,168732966,NT,NA,2020,184601,52,420,30,03/02/2020,"Choo, L.M., De La Estrella, M. & Forest, F.","Oldfield, S.",Decreasing
2048,Daniellia thurifera,13069400,Daniellia thurifera Benn.,Species,70237,62023081,LC,NA,2019,711687.71,120.00,400,0,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
2052,Dasylepis blackii,13201104,Dasylepis blackii (Oliv.) Chipp,Species,17016,173333240,EN,B2ab(iii),2021,10120,16,450,0,18/10/2020,"Texier, N. & StÈvart, T.","Barber·, P., Bidault, E., Andriamahefarivo, L. & Ikabanga, D.U.",Unknown
2054,Decorsella arborea,100450737,Decorsella arborea Jongkind,Species,,,,,,,,,,,,,
2061,Deinbollia acuminata,28601453,Deinbollia acuminata Exell,Species,91052,138013118,VU,"B2ab(i,ii,iii,iv,v)",2021,122342,40,370,100,31/05/2019,"Lachenaud, O., Simo-Droissart, M. & Tack, W.","StÈvart, T. & Gereau, R.E.",Decreasing
2064,Deinbollia maxima,28601380,Deinbollia maxima Gilg,Species,91073,46178,VU,B2ab(iii),2004,NA,NA,NA,NA,30/04/2004,"Cheek, M.","Hilton-Taylor, C. & Pollock, C.M. (Red List Programme Office)",Decreasing
2065,Deinbollia pycnophylla,28601361,Deinbollia pycnophylla Gilg ex Radlk.,Species,91079,110088438,EN,B2ab(iii),2022,15576-39990,20-24,500,0,08/04/2021,"Cheek, M. & Rotton, H.","Onana, J.-M.",Unknown
2067,Deinbollia rambaensis,28601445,Deinbollia rambaensis Pellegr.,Species,91081,32089,EN,B2ab(iii),2020,NA,8,350,300,08/07/2020,"Ikabanga, D.U., Bidault, E., Paradis, A.-H., Texier, N. & StÈvart, T.","Bouka, D.U.G., Boupoya, A., Simo-Droissart, M. & Andriamahefarivo, L.",Unknown
6662,Delpydora macrophylla,50093819,Delpydora macrophylla Pierre,Species,91913,32090,VU,D2,1998,NA,NA,NA,NA,01/01/1998,World Conservation Monitoring Centre,0,NA
2093,Desbordesia glaucescens,29400169,,Species,12111,,,,,,,,,,,,
2095,Desplatsia dewevrei,32200673,Desplatsia dewevrei (De Wild. & T. Durand) Burret,Species,122077,144289483,LC,NA,2019,3150607.88,304.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
2099,Detarium macrocarpum,13069402,Detarium macrocarpum Harms,Species,70136,62023128,LC,NA,2019,436557,132,925,0,18/02/2019,"Hills, R.","van der Burgt, X.",Unknown
2100,Dialium angolense,13018661,Dialium angolense Welw. ex Oliv.,Species,63205,204815135,LC,,2022,7127046,2724,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
